RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.035254,0.044595,5.3618,8.0529,4583.7,5841.4
0.034808,0.044285,5.3059,8.1696,4527.4,5877.6
0.034841,0.045256,5.3287,8.6262,4537,6077.1
0.034894,0.043853,5.3348,8.156,4546.7,5852.2
0.034702,0.044004,5.3065,8.3125,4518.2,5896.4
0.034658,0.044151,5.2678,8.1558,4503.1,5847.5
0.035033,0.047292,5.3361,8.5394,4569.1,6130.1
0.03517,0.047741,5.3558,8.9285,4572.7,6283
0.03484,0.044494,5.2871,8.1116,4519.2,5864.7
0.03526,0.044336,5.3438,8.176,4564.8,5887.4
0.035264,0.045753,5.3695,8.4906,4583.3,6020
0.034913,0.045567,5.3517,8.3655,4550.9,5999.6
0.034933,0.044929,5.3579,8.4996,4559.3,6030.5
0.035385,0.045711,5.4278,8.4968,4629.4,6081.7
0.034905,0.044117,5.3201,8.1338,4544.2,5890.7
0.035296,0.044792,5.3802,8.3037,4592.1,5945.3
0.034855,0.044307,5.34,8.1196,4556.5,5868.8
0.03508,0.044789,5.3516,8.2542,4570.5,5903.4
0.034729,0.04433,5.3017,8.2742,4516.1,5885.8
0.034968,0.044625,5.3351,8.3141,4547.8,5960.4
0.03464,0.044866,5.2741,8.5919,4499.6,6071.7
0.034864,0.046925,5.3245,8.3404,4541.9,6004.6
0.035254,0.045117,5.3942,8.2139,4596.7,5919.7
0.035022,0.044029,5.3216,8.1925,4548.1,5879.9
0.03517,0.04592,5.3469,8.6137,4556.4,6122.9
0.035211,0.049026,5.3787,9.2258,4594.2,6506.3
0.034873,0.044195,5.2935,8.086,4518.3,5817.1
0.035027,0.044182,5.3635,8.0582,4566.8,5832.1
0.034718,0.045535,5.2832,8.4153,4516.8,6016.2
0.034626,0.045269,5.2753,8.2991,4502.4,5976.4
0.034988,0.046321,5.3291,8.4626,4554.9,6063.3
0.035161,0.045197,5.386,8.2478,4590.4,5986.8
0.034617,0.044442,5.2979,8.4193,4507.3,5944
0.034854,0.044592,5.2946,8.1788,4526.9,5895.6
