RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.062437,0.084154,7.6745,11.797,8155.2,10888
0.062557,0.086252,7.6985,11.872,8180.1,11058
0.062547,0.083716,7.6924,11.58,8176.2,10768
0.062518,0.084248,7.6762,11.607,8169.6,10840
0.062369,0.084614,7.6634,11.671,8153.3,10807
0.06221,0.083,7.6516,11.633,8122.2,10718
0.062256,0.086104,7.6589,11.956,8145.8,11086
0.062653,0.083098,7.6944,11.629,8191.4,10770
0.062611,0.084602,7.6961,11.76,8188,10857
0.062286,0.083236,7.6546,11.549,8142.5,10726
0.062195,0.08432,7.6504,11.571,8127.3,10797
0.062253,0.08244,7.6547,11.459,8155.7,10642
0.06247,0.084724,7.6742,11.699,8168,10891
0.062571,0.084776,7.691,11.662,8180,10910
0.062446,0.08435,7.6776,11.674,8154.2,10832
0.062465,0.084006,7.6883,11.55,8179.5,10779
0.062665,0.085239,7.7209,11.596,8214.6,10874
0.062242,0.085795,7.6516,11.935,8133.6,11042
